9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:13282	 grinnell:13282	9	ms107_griciv032	41.74326,-92.724214	Broad Street, Grinnell, Iowa	Stewart Public Library|First Congregational Church|United Church of Christ|Old Stone Church|		1992	1992	"Stewart library from the corner of the Brenton Bank, Nov. 1992."--photo verso. Title supplied by cataloger.|	Real color photo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Cultural facilities|Public libraries|Congregational churches|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv032	1 photograph, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-06	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv032-sc.jpg	Photographs	2007-05-17	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13626	 grinnell:13626	359	ms107_griciv033	41.744038,-92.724092	Stewart Library, Grinnell, Iowa	Stewart Public Library|		1920	1910-1920	Looking east from Broad Street. In 1901 Joel Stewart, a farmer, banker, and state legislator, offered to build the public library on land donated by the Congregational Church Society. The cornerstone was laid on May 7, 1901.|Listed on the National Register of Historic Places. Number 34.	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Public libraries|	925 Broad, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv033	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv033-sc.jpg	Photographs	2007-05-16	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14004	 grinnell:14004	737	ms107_griciv034	41.740076,-92.725111	Water works, Grinnell, Iowa	|		1920	1900-1920	Unknown location. "...probably about 3rd & main in 800 blk of 3rd." --photo verso. Number 3.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Hydraulic facilities|Waterworks|Pumping stations|Water towers|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriciv034	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriciv034-sc.jpg	Photographs	2007-05-17	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13449	 grinnell:13449	182	ms107_gricol001	41.74669,-92.721734	Administration b[uil]d[in]g., Grinnell College, Grinnell, Iowa	Magoun Hall|Chicago Hall|		1950	1940-1950	Looking south from central campus. Chicago Hall was constructed in 1883, costing approximately $20,000 excluding grading and landscaping. Razed in 1958 to provide space for construction of Burling Library. Number 22133. Series 9.|	Linen, real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Office buildings|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol001	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol001-sc.jpg	Postcards	2007-05-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13727	 grinnell:13727	460	ms107_gricol003	41.74669,-92.721734	Administration building (Chicago Hall), Grinnell College, Grinnell, Iowa	Magoun Hall|		1950	1940-1950	Looking southeast from central campus. Chicago Hall was constructed in 1883, costing approximately $20,000 excluding grading and landscaping. Razed in 1958 to provide space for construction of Burling Library.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Office buildings|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol003	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Grinnell College, Published by (Grinnell, Iowa)|Albertype Co. (Brooklyn, N.Y.)	lib_isc_powgricol003-sc.jpg	Postcards	2007-05-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13933	 grinnell:13933	666	ms107_gricol004	41.748495,-92.721987	Alumni building, Grinnell College, Grinnell, Iowa	Alumni Recitation Hall (A.R.H.)|		1950	1930-1950	Looking northeast from Park Street. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number 3182.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol004	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|E. C. Kropp Co. (Milwaukee, Wis.)	lib_isc_powgricol004-sc.jpg	Postcards	2007-05-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13932	 grinnell:13932	665	ms107_gricol005	41.748495,-92.721987	Alumni building, Grinnell College, Grinnell, Iowa	Alumni Recitation Hall (A.R.H.)|		1940	1930-1940	Looking northeast from Park Street. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number 20896. Series 25.|	Real photo, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol005	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol005-sc.jpg	Postcards	2007-05-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13531	 grinnell:13531	264	ms107_gricol006	41.748495,-92.721987	Alumni Hall, [Iowa College], Grinnell, Iowa	Grinnell College|Music Building|		1910	1900-1910	Looking northwest. Alumni Hall (Music Building) was constructed in 1882, razed in 1958 to make room for construction of Burling Library. Cost approximately $19,100 excluding grading and landscaping. Number 934.|	Real photo Photoette print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Grinnell College|Iowa College (Grinnell)|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol006	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.U. Williams, Photoette (Bloomington, Ill.)|	lib_isc_powgricol006-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13931	 grinnell:13931	664	ms107_gricol007	41.748495,-92.721987	Alumni Hall, Grinnell College, Grinnell, Iowa	Alumni Recitation Hall (A.R.H.)|		1930	1920-1930	Looking northeast from Park Street. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number 293.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol007	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgricol007-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13930	 grinnell:13930	663	ms107_gricol008	41.748495,-92.721987	Alumni Hall Entrance, [Grinnell College], Grinnell, Iowa	Alumni Recitation Hall (A.R.H.)|		1950	1930-1950	Looking east from Park Street. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number C-374.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Doors & doorways|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol008	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|E. C. Kropp Co. (Milwaukee, Wis.)	lib_isc_powgricol008-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13938	 grinnell:13938	671	ms107_gricol009	41.748495,-92.721987	Alumni Recitation Hall, Grinnell College, Grinnell, Iowa	A.R.H.|	Roberts, Mike (Berkeley, Calif.)	1970	1960-1970	Looking northeast from Park Street. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number C17050.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol009	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Es-N-Len Photos (Aurora, Ill.)|	lib_isc_powgricol009-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13937	 grinnell:13937	670	ms107_gricol010	41.748495,-92.721987	Alumni Recitation Hall, [Grinnell College], Grinnell, Iowa	A.R.H.|		1940	1930-1940	Looking northwest from central campus. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number 21162.|	Linen, real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol011	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol011-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14548	 grinnell:14548	1280	ms107_gricol013	41.746572,-92.720715	Blair Hall, Grinnell College, Grinnell, Iowa	|		1915	1915	Looking northwest. Blair Hall was constructed in 1882-1886, razed in 1961. Cost was $37,200 excl. grading and landscaping. Orignally housed the college chapel, the departments of chemistry, natural science, mathematics, and physics. Number R-57038.|	C.T. Photocrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol013	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago ,Ill.)|	lib_isc_powgricol013-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13832	 grinnell:13832	565	ms107_gricol014	41.746572,-92.720715	Blair Hall, Iowa College, [Grinnell, Iowa]	Grinnell College|		1910	1900-1910	Looking northeast. Blair Hall was constructed in 1882-1886, razed in 1961. Cost was $37,200 excluding grading and landscaping. Orignally housed the college chapel, the departments of chemistry, natural science, mathematics, and physics.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol014	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol014-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13401	 grinnell:13401	134	ms107_gricol016	41.74687,-92.720579	Campus view looking north west, [Grinnell College], Grinnell, Iowa	|Alumni Hall|Blair Hall|		1920	1900-1920	Looking northwest. Number 933.|	Real photo Photoette print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol016	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.U. Williams, Photoette (Bloomington, Ill.)|	lib_isc_powgricol016-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14547	 grinnell:14547	1279	ms107_gricol018	41.746572,-92.720715	Blair Hall, Grinnell College, Grinnell, Iowa	|		1938	1938?	Looking northwest. Blair Hall was constructed in 1882-1886, razed in 1961. Cost was $37,200 excluding grading and landscaping. 1938 postmark. Number 35101.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol018	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	DOPS|	lib_isc_powgricol018-sc.jpg	Postcards	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
